timestamp,resource,value,hostname
2026-03-01T00:00:00Z,cpu_utilization_pct,39.87,prod-web-srv-01
2026-03-01T00:01:00Z,cpu_utilization_pct,41.25,prod-web-srv-01
2026-03-01T00:02:00Z,cpu_utilization_pct,38.38,prod-web-srv-01
2026-03-01T00:03:00Z,cpu_utilization_pct,39.97,prod-web-srv-01
2026-03-01T00:04:00Z,cpu_utilization_pct,36.41,prod-web-srv-01
2026-03-01T00:05:00Z,cpu_utilization_pct,40.41,prod-web-srv-01
2026-03-01T00:06:00Z,cpu_utilization_pct,41.09,prod-web-srv-01
2026-03-01T00:07:00Z,cpu_utilization_pct,40.54,prod-web-srv-01
2026-03-01T00:08:00Z,cpu_utilization_pct,40.01,prod-web-srv-01
2026-03-01T00:09:00Z,cpu_utilization_pct,42.28,prod-web-srv-01
2026-03-01T00:10:00Z,cpu_utilization_pct,41.41,prod-web-srv-01
2026-03-01T00:11:00Z,cpu_utilization_pct,42.41,prod-web-srv-01
2026-03-01T00:12:00Z,cpu_utilization_pct,39.29,prod-web-srv-01
2026-03-01T00:13:00Z,cpu_utilization_pct,38.71,prod-web-srv-01
2026-03-01T00:14:00Z,cpu_utilization_pct,42.0,prod-web-srv-01
2026-03-01T00:15:00Z,cpu_utilization_pct,40.48,prod-web-srv-01
2026-03-01T00:16:00Z,cpu_utilization_pct,42.52,prod-web-srv-01
2026-03-01T00:17:00Z,cpu_utilization_pct,40.5,prod-web-srv-01
2026-03-01T00:18:00Z,cpu_utilization_pct,44.61,prod-web-srv-01
2026-03-01T00:19:00Z,cpu_utilization_pct,39.34,prod-web-srv-01
2026-03-01T00:20:00Z,cpu_utilization_pct,43.46,prod-web-srv-01
2026-03-01T00:21:00Z,cpu_utilization_pct,35.75,prod-web-srv-01
2026-03-01T00:22:00Z,cpu_utilization_pct,42.39,prod-web-srv-01
2026-03-01T00:23:00Z,cpu_utilization_pct,41.29,prod-web-srv-01
2026-03-01T00:24:00Z,cpu_utilization_pct,42.57,prod-web-srv-01
2026-03-01T00:25:00Z,cpu_utilization_pct,44.61,prod-web-srv-01
2026-03-01T00:26:00Z,cpu_utilization_pct,43.97,prod-web-srv-01
